#{"t_start": 1707423514.823202, "env_id": "None"}
r,l,t
-11.264069,50,3.477419
-16.618757,50,3.662222
-9.23185,50,3.726168
-13.932443,50,3.91525
-13.998016,50,4.220248
-15.87677,50,4.284726
-22.234108,50,4.600291
-17.082604,50,4.66429
-13.717913,50,4.967
-14.985091,50,5.031126
-12.719423,50,7.192624
-14.30607,50,7.256763
-20.034449,50,7.442082
-13.382987,50,7.625293
-13.855179,50,7.810889
-10.524237,50,8.114765
-13.327463,50,8.178465
-13.426111,50,8.242907
-14.187493,50,8.545552
-9.245334,50,8.608569
-12.791503,50,10.087002
-8.663645,50,10.149601
-13.617272,50,10.213048
-7.334554,50,10.27552
-11.068174,50,10.338435
-14.257432,50,10.401012
-15.549977,50,10.464339
-13.627882,50,10.526837
-12.51844,50,10.589229
-14.343297,50,10.653284
-12.211568,50,11.709656
-14.620268,50,11.773388
-11.407097,50,11.956573
-16.70527,50,12.139314
-9.757994,50,12.323028
-13.647903,50,12.746999
-9.183122,50,12.929682
-15.286221,50,13.113116
-12.497625,50,13.53722
-9.461483,50,14.321104
-14.090012,50,16.074319
-11.784788,50,16.138649
-14.977101,50,16.200329
-12.82928,50,16.263173
-13.723093,50,16.326324
-10.940459,50,16.389101
-11.871843,50,16.451812
-15.559942,50,16.635185
-10.714042,50,16.699033
-13.493799,50,16.762781
-13.890364,50,16.826268
-8.447357,50,17.658958
-10.56595,50,17.843577
-10.213737,50,18.386796
-10.426854,50,18.448811
-14.8257,50,19.231913
-14.64463,50,20.019662
-9.363215,50,20.804341
-17.365497,50,20.988574
-14.499017,50,21.172737
-11.565904,50,21.237216
-11.985817,50,21.728583
-14.776294,50,21.791256
-14.011114,50,21.855019
-8.607109,50,21.917512
-12.27862,50,21.979818
-10.41396,50,22.042811
-12.583452,50,22.104564
-9.379877,50,22.167383
-8.0953,50,22.231114
-9.832531,50,22.293685
-10.537413,50,23.121432
-11.301592,50,23.317873
-12.037237,50,23.504095
-13.287582,50,23.686475
-12.004977,50,23.748804
-14.36,50,24.532618
-12.403647,50,25.3178
-8.57135,50,25.500227
-10.087906,50,25.688169
-13.677992,50,25.871858
-14.725404,50,26.475024
-9.770914,50,26.548819
-13.306097,50,26.611194
-11.20091,50,26.673406
-13.276862,50,26.736997
-9.98658,50,26.799493
-12.232378,50,26.86192
-15.280845,50,26.925
-13.808115,50,26.987475
-10.836436,50,27.049807
-14.839092,50,27.11305
-11.193986,50,27.607272
-12.18498,50,27.668954
-12.511028,50,27.732549
-10.030089,50,27.794386
-14.595271,50,27.856781
-14.191374,50,27.920223
-10.279394,50,27.98262
-10.14125,50,28.044528
-15.992103,50,28.228258
-7.822224,50,28.531647
-10.586367,50,29.991656
-9.675393,50,30.174907
-8.364851,50,30.357114
-6.542821,50,30.419476
-16.13222,50,30.602158
-10.061879,50,30.785455
-11.59386,50,30.970924
-14.087231,50,31.154187
-12.391878,50,31.3367
-15.280714,50,31.398833
-14.102576,50,32.471226
-11.801026,50,32.53559
-9.838394,50,32.599481
-9.323715,50,32.661621
-13.045183,50,32.7235
-14.248455,50,32.786336
-14.640833,50,32.848268
-8.191411,50,32.910767
-8.786387,50,32.973127
-15.824234,50,33.276815
-10.770201,50,33.873353
-9.398916,50,33.945074
-14.400171,50,34.008523
-13.431385,50,34.072695
-13.96812,50,34.134648
-10.814186,50,34.318596
-10.697496,50,34.502899
-12.897921,50,34.687429
-14.351152,50,34.870954
-16.487126,50,34.934199
-13.275328,50,35.117489
-10.569642,50,37.246991
-12.422759,50,37.670006
-11.433409,50,37.975706
-11.832687,50,38.038522
-12.321386,50,38.341198
-11.933482,50,38.404114
-14.516342,50,38.466115
-18.669549,50,38.649646
-12.470491,50,38.713356
-11.134457,50,38.77611
-14.248156,50,39.613132
-13.114656,50,39.79644
-13.824643,50,40.092051
-13.363028,50,40.154464
-12.256326,50,40.216491
-11.801741,50,40.970954
-13.306505,50,41.396268
-15.577068,50,41.699208
-16.730351,50,41.761135
-9.618956,50,42.184267
-9.405185,50,44.290389
-13.777611,50,44.353411
-11.756104,50,44.536285
-11.244022,50,44.721858
-8.258892,50,44.904457
-14.295785,50,45.087456
-10.912457,50,45.149831
-13.287448,50,45.333167
-10.077663,50,45.516088
-6.822899,50,46.303641
-9.007701,50,48.843121
-11.159836,50,48.911755
-13.484252,50,48.973742
-12.452567,50,49.035809
-12.035907,50,49.099024
-11.72811,50,49.16178
-13.247168,50,49.223945
-15.334023,50,49.287152
-12.387876,50,49.349104
-13.677713,50,49.410877
-10.017383,50,49.473578
-13.403783,50,49.93452
-14.90215,50,49.997006
-11.232203,50,50.180789
-11.862371,50,50.243468
-8.402621,50,50.425941
-8.380887,50,50.609018
-10.741829,50,50.79131
-8.9791,50,50.97623
-11.233719,50,51.038255
-10.330258,50,51.221189
-11.092017,50,54.387814
-11.242886,50,54.450666
-11.762985,50,54.51268
-11.74416,50,54.576371
-17.594221,50,54.638766
-11.242594,50,54.701553
-12.274213,50,54.763984
-11.906408,50,54.829749
-16.236665,50,54.895807
-11.456324,50,54.957524
-12.353098,50,55.362967
-13.458138,50,55.425242
-12.438823,50,55.486591
-12.378277,50,55.547779
-11.2302,50,55.730458
-11.764615,50,55.912682
-12.813998,50,56.095247
-9.247317,50,56.277155
-12.004442,50,56.57978
-11.862567,50,56.641567
-13.789675,50,58.15567
-10.761324,50,58.217932
-15.263498,50,58.280277
-11.441737,50,58.947106
-16.865077,50,59.008893
-9.423026,50,59.070836
-10.179904,50,59.734097
-15.580858,50,59.795385
-12.117806,50,59.857443
-9.05697,50,60.039726
-12.00425,50,60.102405
-9.852279,50,60.890823
-15.465272,50,60.967525
-13.39026,50,61.042221
-16.587158,50,61.238486
-8.81128,50,61.435374
-12.121404,50,61.635095
