#{"t_start": 1707423772.6918032, "env_id": "None"}
r,l,t
-18.412352,50,4.644602
-20.776475,50,5.034157
-23.377804,50,5.883964
-18.337737,50,7.437019
-18.294475,50,8.306599
-19.23741,50,8.697202
-18.555513,50,9.554588
-19.944442,50,10.410652
-16.01974,50,10.794412
-12.704832,50,12.333821
-19.85717,50,18.263788
-19.721951,50,18.802816
-17.223952,50,20.169418
-17.778171,50,20.793245
-17.438752,50,21.410279
-18.902673,50,22.500046
-22.395606,50,23.345715
-19.026392,50,23.727201
-18.479631,50,24.108126
-19.390713,50,24.495156
-16.870284,50,29.256602
-17.283453,50,30.577289
-17.929237,50,30.97247
-14.12413,50,32.05558
-21.485299,50,32.207169
-13.394141,50,33.284238
-12.164542,50,33.664425
-18.990481,50,34.044162
-14.16989,50,34.887456
-18.05674,50,35.73201
-19.119708,50,39.262443
-14.395517,50,40.5779
-14.883602,50,41.900759
-17.62325,50,42.535689
-11.614905,50,43.152609
-19.967182,50,44.695338
-15.69069,50,45.536767
-15.135791,50,46.841298
-10.795391,50,47.682721
-16.169315,50,48.063266
-21.759256,50,51.833342
-14.779452,50,52.22602
-14.859343,50,53.776245
-17.172359,50,54.168768
-11.896096,50,55.711808
-18.278239,50,56.326971
-18.586884,50,57.632617
-11.395372,50,58.022905
-15.79579,50,58.290697
-13.906781,50,59.283398
-16.198961,50,60.041387
-17.221578,50,62.410012
-13.86535,50,62.80938
-16.910713,50,63.710459
-19.341921,50,64.478579
-17.882409,50,64.75331
-17.427594,50,64.904798
-15.908201,50,65.054388
-10.173816,50,65.442942
-15.14949,50,65.832827
-15.740457,50,65.985062
-13.041558,50,66.832688
-13.27198,50,67.115922
-16.190399,50,68.001857
-12.140264,50,68.285844
-11.882482,50,69.048088
-15.888214,50,69.442308
-15.411574,50,70.193572
-19.19508,50,70.821777
-16.7508,50,71.090435
-13.417422,50,71.242574
-16.508261,50,73.17083
-13.440465,50,73.696234
-12.943805,50,73.974385
-13.225928,50,74.742537
-15.0764,50,75.381019
-14.374461,50,76.5093
-11.297126,50,76.904219
-12.486506,50,77.291604
-11.240605,50,77.439228
-14.485236,50,77.592762
-13.742854,50,78.914327
-12.147598,50,79.437375
-14.788344,50,79.59816
-18.200794,50,79.878511
-19.823644,50,80.649304
-17.203038,50,81.046504
-16.882385,50,81.808166
-10.216374,50,81.961082
-13.271551,50,82.108562
-15.619689,50,82.262565
-14.774593,50,82.416694
-18.210969,50,84.970302
-15.123949,50,85.372943
-14.159017,50,86.145285
-16.382822,50,86.559276
-17.826902,50,86.720103
-12.893811,50,86.872635
-12.642698,50,87.024858
-13.923302,50,87.412621
-16.386934,50,87.803759
-14.364095,50,87.958332
-11.146646,50,89.034213
-12.222873,50,89.437496
-15.735862,50,90.077465
-10.20341,50,90.480848
-9.53109,50,91.244353
-10.403726,50,92.129361
-9.714059,50,92.773806
-14.718805,50,93.050371
-10.958642,50,93.21208
-15.137898,50,93.367087
-14.408177,50,94.562052
-13.194581,50,95.203165
-11.515977,50,95.723216
-11.097196,50,96.491933
-12.809934,50,97.137984
-14.390232,50,97.53635
-14.664721,50,98.537661
-15.194085,50,98.814268
-13.737766,50,99.203817
-11.560049,50,99.597212
-11.249621,50,101.637955
-15.914809,50,102.768371
-15.938373,50,103.423345
-18.760949,50,103.957505
-12.943051,50,104.121078
-10.672941,50,104.281523
-14.703778,50,104.435071
-14.226474,50,104.585943
-11.009186,50,104.973969
-19.486059,50,105.367527
-16.177575,50,105.759687
-14.855907,50,108.53674
-10.748214,50,108.702647
-13.978283,50,109.099993
-10.873833,50,109.505016
-12.703769,50,109.664328
-14.415539,50,109.823438
-10.985624,50,110.09736
-14.843306,50,110.488938
-14.198308,50,111.843719
-15.791481,50,112.249672
-14.760886,50,114.32707
-10.691369,50,114.485397
-11.028536,50,114.642467
-16.852017,50,114.807364
-19.509521,50,115.20873
-11.990715,50,116.3269
-13.734178,50,116.72482
-16.24486,50,117.112837
-9.776409,50,117.506808
-8.880639,50,117.90063
-10.99829,50,119.334974
-12.822715,50,119.732278
-11.672954,50,119.890114
-11.612575,50,120.053895
-11.540294,50,120.217446
-11.025598,50,120.49761
-13.115854,50,121.016443
-15.011372,50,121.408959
-12.586882,50,121.678678
-13.165644,50,122.073133
-12.273441,50,125.20364
-14.169264,50,125.724638
-13.941844,50,125.884237
-12.648347,50,126.527539
-11.838623,50,126.931748
-13.565909,50,127.331414
-15.224639,50,127.973824
-13.717741,50,128.619952
-15.146929,50,128.898904
-18.476855,50,129.293731
-10.260624,50,129.6861
-14.443391,50,131.754859
-8.810029,50,132.152769
-11.935873,50,132.434997
-9.43144,50,132.839699
-14.82628,50,133.238118
-15.791332,50,133.756897
-14.36745,50,134.150816
-11.338199,50,134.539993
-15.801305,50,134.811974
-8.822074,50,135.568256
-10.491302,50,136.802761
-8.383724,50,136.961043
-9.575932,50,137.727691
-13.466974,50,138.373896
-9.349495,50,139.13405
-10.619017,50,139.910858
-8.544507,50,140.675789
-8.931306,50,141.070701
-10.634297,50,141.585856
-16.827146,50,141.979184
-10.977322,50,143.416451
-10.693269,50,143.815207
-16.253904,50,144.453601
-12.785486,50,145.113511
-13.877585,50,145.393402
-11.375453,50,146.155677
-15.802618,50,146.672316
-9.170597,50,146.81927
-9.822414,50,146.97244
-12.123027,50,147.127112
-9.029383,50,147.95825
-15.743026,50,148.358057
-14.980433,50,149.116772
-14.369689,50,149.520961
-14.14281,50,150.282836
-15.09697,50,151.039669
-9.838927,50,151.917876
-14.342555,50,152.309057
-14.435904,50,152.945685
-15.005677,50,153.340394
-6.843003,50,153.494711
-11.047368,50,155.417452
-10.563838,50,155.822917
-13.380337,50,157.074224
-9.05085,50,157.484703
-12.427191,50,157.882853
-14.070965,50,158.038824
-13.472711,50,158.192135
-14.003954,50,158.344972
-16.081283,50,158.49754
-11.070293,50,158.891044
-10.119804,50,161.303231
-13.609904,50,161.704669
-9.520476,50,162.10234
-9.104426,50,162.505228
-8.151053,50,162.666658
-13.019658,50,162.825326
-13.164368,50,162.984614
-12.234322,50,163.138613
-13.183004,50,163.291165
-13.43593,50,163.447037
-16.509858,50,165.006736
-9.903457,50,165.407186
-12.92642,50,165.802141
-6.857245,50,166.203879
-8.766852,50,167.32763
-17.146235,50,167.726165
-11.986764,50,168.858091
-12.444231,50,169.255111
-12.701817,50,169.6473
-9.306931,50,170.042467
-9.59774,50,171.830749
-13.864994,50,172.227639
-10.882708,50,172.985224
-9.872619,50,173.499732
-18.295294,50,174.148497
-12.722142,50,174.543956
-13.109444,50,174.822495
-10.739498,50,174.9832
-8.7698,50,175.137734
-11.474665,50,175.529696
-11.08236,50,175.804929
-12.681548,50,177.954839
-13.926743,50,178.355552
-12.952057,50,178.631035
-10.709151,50,178.790552
-11.566276,50,178.953071
