#{"t_start": 1707387115.4892628, "env_id": "None"}
r,l,t
-18.520208,50,0.190526
-19.066544,50,0.372079
-18.898561,50,0.432767
-21.451195,50,0.614358
-13.715518,50,0.796463
-14.510143,50,0.980822
-22.221436,50,1.162354
-15.98067,50,1.223566
-17.394288,50,1.405196
-12.972722,50,1.58944
-17.93228,50,1.786275
-12.976958,50,1.848374
-16.643512,50,1.909142
-15.144843,50,1.969469
-15.844775,50,2.030632
-15.360348,50,2.09087
-18.499859,50,2.150867
-20.107713,50,2.331739
-16.851502,50,2.393052
-15.992164,50,2.697618
-16.606128,50,2.894135
-16.970168,50,2.955098
-16.766793,50,3.017259
-13.009534,50,3.077256
-19.300244,50,3.137283
-12.146345,50,3.197705
-17.899525,50,3.257725
-13.691915,50,3.31748
-21.205691,50,3.377212
-15.873066,50,3.67926
-16.803813,50,4.117007
-16.365265,50,4.29853
-16.130471,50,4.359976
-15.7168,50,4.541518
-18.374833,50,5.325366
-18.589736,50,6.109229
-17.615816,50,6.654944
-15.515145,50,6.714684
-15.417746,50,6.897475
-14.342616,50,7.077934
-18.195532,50,7.813224
-14.883666,50,7.895547
-14.850502,50,8.07759
-15.156439,50,8.139296
-16.87452,50,8.2009
-18.21696,50,8.261347
-12.193812,50,8.321921
-14.1748,50,8.381844
-16.900439,50,8.441723
-17.971516,50,8.502993
-14.537457,50,8.563077
-18.526906,50,8.833554
-8.833728,50,8.894749
-14.374524,50,8.954764
-12.46578,50,9.014668
-12.121529,50,9.074959
-13.430081,50,9.135668
-15.968741,50,9.195519
-17.613666,50,9.255346
-16.208036,50,9.316075
-15.856427,50,9.37587
-18.328672,50,9.647069
-16.354499,50,9.82914
-18.212242,50,10.011297
-19.027787,50,10.192555
-16.561986,50,10.252363
-12.316874,50,10.912707
-12.786618,50,10.972745
-16.695026,50,11.032384
-18.11173,50,11.813434
-14.303565,50,12.473648
-13.96213,50,13.576754
-15.737049,50,14.121022
-14.88392,50,14.181502
-17.336386,50,14.241103
-19.56078,50,14.301057
-13.209324,50,14.360978
-19.134576,50,14.421618
-19.895088,50,14.481358
-12.299458,50,14.541107
-16.182366,50,14.602078
-13.744916,50,15.20658
-11.697127,50,15.267837
-16.318629,50,15.329569
-12.436428,50,15.631166
-13.319634,50,15.692543
-12.498227,50,15.994172
-13.036847,50,16.055305
-15.028734,50,16.116482
-16.215627,50,16.298474
-15.46185,50,16.480288
-17.078513,50,16.661101
-16.673073,50,17.298213
-19.06809,50,17.480146
-14.09947,50,17.901304
-15.471304,50,18.201571
-16.613945,50,18.261405
-11.569439,50,18.684169
-10.868966,50,18.864639
-11.104067,50,18.924879
-13.899548,50,18.984433
-10.35967,50,19.044493
-11.438468,50,19.817237
-14.038546,50,19.878521
-8.7228,50,19.93993
-13.873726,50,19.9999
-13.951796,50,20.059834
-13.234828,50,20.120438
-14.7176,50,20.179827
-11.662858,50,20.23922
-19.168625,50,20.300039
-16.138725,50,20.359998
-17.254067,50,20.62806
-10.898268,50,20.812074
-11.769482,50,20.992027
-15.102074,50,21.174442
-12.41497,50,21.235552
-16.172894,50,21.416827
-15.471113,50,21.597528
-15.948906,50,21.777875
-16.121737,50,21.959491
-15.901777,50,22.020147
-15.236941,50,23.366782
-16.670845,50,23.569401
-13.314785,50,23.749708
-11.457835,50,23.809992
-15.730262,50,23.869927
-12.280487,50,23.929905
-14.023302,50,23.989571
-8.203455,50,24.050175
-12.20406,50,24.109891
-12.12269,50,24.169665
-14.949351,50,24.230088
-11.417302,50,24.498982
-8.762764,50,24.559221
-11.634865,50,24.86012
-15.09818,50,24.920249
-9.178517,50,24.981504
-8.729562,50,25.041884
-11.143598,50,25.10191
-13.723774,50,25.162093
-14.35724,50,25.222878
-10.398578,50,25.282863
-16.73279,50,25.556012
-14.234861,50,25.737712
-13.63685,50,26.278363
-10.26603,50,26.337949
-17.384563,50,26.518171
-8.060571,50,26.938093
-14.55618,50,27.118331
-12.47224,50,27.298624
-16.109801,50,27.478985
-8.674163,50,27.780184
-11.717884,50,28.436202
-12.586716,50,28.497525
-12.222701,50,28.679108
-11.998386,50,28.860463
-14.071771,50,29.04471
-11.309542,50,29.22872
-10.398494,50,29.289871
-12.272514,50,29.351612
-12.175498,50,29.412486
-9.158765,50,29.473036
-7.984833,50,29.732739
-12.561793,50,29.800521
-14.282491,50,29.860633
-10.113958,50,29.921445
-13.463158,50,29.9813
-12.380784,50,30.041656
-14.778946,50,30.342862
-15.989757,50,30.404177
-11.544969,50,30.465228
-10.955748,50,30.526652
-13.939425,50,30.587071
-13.401246,50,31.119373
-15.425382,50,31.179729
-9.57519,50,31.23999
-9.940083,50,31.301689
-9.902072,50,31.361963
-15.015406,50,31.422195
-12.297123,50,31.603325
-10.765883,50,31.784984
-10.691346,50,31.966627
-14.10083,50,32.027645
-9.133525,50,33.349893
-16.077798,50,33.4114
-13.327827,50,34.073584
-16.948092,50,34.134814
-8.085251,50,34.195833
-11.929379,50,34.500094
-12.013031,50,34.561246
-14.942061,50,34.742969
-11.439278,50,35.165919
-15.35419,50,35.349577
-12.738558,50,35.625356
-14.743768,50,35.686335
-9.435795,50,35.746473
-15.237328,50,35.807964
-12.876267,50,35.868479
-14.360328,50,35.928545
-9.304728,50,36.22923
-8.209863,50,36.290651
-8.746785,50,36.351844
-11.645074,50,36.533515
-9.481211,50,37.278583
-10.640754,50,37.339041
-8.98641,50,37.522269
-12.911474,50,37.703032
-7.495522,50,37.88379
-13.999831,50,38.304254
-7.44434,50,38.488241
-10.898604,50,38.789188
-11.21207,50,38.850031
-13.015476,50,38.910911
-14.360192,50,39.57499
-13.607864,50,40.057349
-13.130916,50,40.358743
-12.399842,50,40.419387
-15.021071,50,40.481046
-5.516021,50,41.265019
-11.78823,50,41.326861
-13.88644,50,41.387798
-11.154668,50,41.448968
-10.422589,50,41.510121
-10.244787,50,41.569948
-10.398194,50,42.205742
-10.198501,50,42.266964
-15.36974,50,42.328038
-7.472766,50,42.388208
-13.731228,50,42.568712
-12.512372,50,42.629741
-8.540713,50,42.933777
-11.493614,50,42.994853
-8.588787,50,43.296485
-13.105229,50,43.356808
-14.001682,50,43.954879
-10.483329,50,44.136608
-11.358267,50,44.19765
-9.359997,50,44.379179
-11.822403,50,44.560305
-6.694513,50,44.742413
-11.202691,50,44.923873
-10.389716,50,44.984895
-12.855714,50,45.526867
-11.569168,50,45.708141
-12.871713,50,46.350178
-12.380747,50,46.410947
-10.161927,50,46.471001
-16.865974,50,46.530706
-8.03239,50,46.591207
-12.544317,50,46.650962
-11.555174,50,46.710761
-13.258894,50,46.771886
-13.928001,50,46.831955
-14.205216,50,46.891696
-13.401482,50,46.951911
-14.855878,50,47.589634
-10.044803,50,47.650242
-8.839395,50,47.710575
-12.762976,50,47.891414
-12.864164,50,48.075507
-11.91808,50,48.135213
-9.941575,50,48.316713
-13.721093,50,48.499755
-10.913703,50,48.680549
-8.883547,50,48.861145
-11.408715,50,49.857443
-11.773437,50,50.038328
-10.483965,50,50.099681
-13.513195,50,50.281165
-12.972213,50,50.823054
-14.578488,50,50.88289
-16.611622,50,50.943428
-12.524691,50,51.003366
-14.686977,50,51.063294
-9.456891,50,51.363811
-11.101442,50,51.628869
-14.697123,50,51.690322
-15.844841,50,51.749736
-16.822655,50,51.8098
-10.503662,50,51.990755
-6.467048,50,52.05125
-12.465816,50,52.352303
-11.691743,50,52.412343
-13.34674,50,52.472985
-11.392986,50,52.532814
-12.948631,50,52.799859
-16.638526,50,52.865598
-6.492597,50,52.92544
-9.702112,50,52.985443
-11.842459,50,53.046426
-11.468377,50,53.106305
-7.422322,50,53.166086
-9.16279,50,53.226403
-8.172634,50,53.529562
-8.795365,50,53.589251
-5.733467,50,54.307879
-10.465408,50,54.367642
-16.154614,50,54.668039
-11.176407,50,54.728008
-14.798017,50,54.787835
-8.396575,50,54.969418
-10.734242,50,55.15074
-12.149621,50,55.572177
-11.809694,50,55.873503
-9.791502,50,55.934598
-9.898352,50,56.115529
-7.470345,50,56.718099
-12.050596,50,57.14136
-10.678161,50,57.68267
-10.700723,50,57.743176
-14.475457,50,57.924648
-7.785967,50,57.986128
-11.612634,50,58.046043
-10.496901,50,58.10637
-11.199118,50,58.16769
-11.050941,50,58.227426
-13.143255,50,58.499689
-13.057796,50,58.560441
-11.377404,50,58.620446
-9.788686,50,58.680301
-7.629567,50,58.860595
-12.217086,50,58.921417
-13.381565,50,58.982279
-8.620564,50,59.043196
-9.014845,50,59.103351
-7.935895,50,59.404367
-9.662358,50,60.258896
-14.353729,50,60.44227
-9.472526,50,60.502522
-13.847543,50,60.803412
-9.823182,50,60.863464
-9.886269,50,61.164015
-12.020124,50,61.223663
-8.943309,50,61.283571
-11.283315,50,61.464527
-8.005138,50,62.007304
-12.252905,50,62.726036
-12.471277,50,62.787681
-7.889637,50,62.84909
-8.299185,50,63.149812
-12.084346,50,63.209758
-6.980426,50,63.513051
-12.208823,50,63.573563
-8.270964,50,63.633488
-11.522328,50,63.934905
-11.104476,50,63.995843
-12.548855,50,64.297174
-13.476996,50,64.821097
-10.50166,50,65.128226
-7.7737,50,65.189028
-8.091317,50,65.370927
-12.567178,50,65.552173
-6.113695,50,65.973721
-10.950377,50,66.727766
-6.007471,50,67.250684
-11.002392,50,67.311838
-12.45378,50,67.372951
-12.021771,50,68.694591
-11.43396,50,68.876091
-7.946458,50,68.936155
-14.024474,50,69.117239
-14.233267,50,69.178403
-9.55955,50,69.238543
-12.350354,50,69.298922
-7.627054,50,69.479594
-13.633487,50,69.660055
-11.0735,50,69.72013
-11.969568,50,70.691095
-11.360298,50,70.871735
-13.176913,50,71.052226
-11.73139,50,71.232497
-11.334277,50,71.292285
-15.264054,50,71.473551
-12.362805,50,71.655079
-12.508427,50,71.836545
-12.554689,50,72.018041
-10.997374,50,72.079001
-3.438195,50,72.464776
-15.078367,50,72.65072
-14.175271,50,72.832193
-9.158025,50,73.01386
-10.817482,50,73.315333
-10.193271,50,73.376513
-11.768447,50,73.43744
-12.23226,50,73.619048
-10.862413,50,73.920682
-9.01233,50,73.981856
-11.084773,50,74.043123
-12.478559,50,74.764281
-8.633673,50,74.826849
-10.669213,50,74.887583
-12.496326,50,74.947843
-13.061324,50,75.008092
-13.249371,50,75.069164
-10.502678,50,75.129389
-9.724557,50,75.189432
-7.745972,50,75.250669
-13.328967,50,75.310675
-8.983107,50,75.807163
-8.216083,50,75.987905
-12.772779,50,76.168577
-7.689895,50,76.349209
-14.977022,50,76.529777
-12.749217,50,76.590076
-6.335947,50,76.771045
-7.940422,50,76.952068
-5.548347,50,77.135408
-8.190823,50,77.316086
-13.694559,50,78.652113
-7.552573,50,78.712005
-13.467501,50,79.012328
-9.357192,50,79.072309
