#{"t_start": 1707373151.9195487, "env_id": "None"}
r,l,t
-15.487774,50,0.320941
-16.225223,50,0.384617
-13.021221,50,0.689579
-16.231371,50,0.753519
-12.026085,50,0.818128
-17.726911,50,0.882138
-16.381379,50,0.944359
-19.693909,50,1.248267
-13.442427,50,1.312051
-19.658544,50,1.497127
-16.799703,50,1.752823
-13.85066,50,1.816973
-13.453906,50,1.879663
-13.564472,50,1.943252
-19.752406,50,2.127415
-20.92036,50,2.312217
-15.961469,50,2.498776
-12.733591,50,2.923582
-13.46668,50,3.592064
-15.363017,50,3.656129
-13.622628,50,4.114521
-17.264915,50,4.659886
-16.999108,50,4.845529
-15.111197,50,5.031553
-14.720724,50,5.096211
-14.327807,50,5.759837
-14.469197,50,5.824165
-13.799187,50,5.887224
-16.339093,50,6.073772
-14.422989,50,6.256978
-8.481322,50,6.800794
-16.919655,50,6.863568
-14.492994,50,6.927154
-13.306131,50,6.990164
-13.71792,50,7.05306
-16.225168,50,7.116749
-16.954533,50,7.179334
-17.114468,50,7.24228
-12.020405,50,7.306526
-11.880041,50,7.369242
-13.084532,50,7.597372
-12.100153,50,7.669075
-17.192103,50,7.732293
-12.932791,50,7.794996
-16.051244,50,7.979247
-16.674542,50,8.041998
-18.500404,50,8.344809
-19.210233,50,8.407525
-14.495138,50,8.829847
-15.692913,50,9.864417
-14.550972,50,9.928015
-13.793555,50,10.6623
-17.488551,50,10.725233
-11.812893,50,10.789057
-15.932137,50,11.092708
-14.871584,50,11.155108
-11.964714,50,11.577698
-12.953664,50,11.880639
-9.764387,50,11.942739
-12.713418,50,12.125374
-12.653125,50,12.310235
-13.068856,50,12.666876
-13.810776,50,12.730108
-14.119751,50,12.794431
-16.776,50,12.857584
-13.573057,50,12.920159
-12.505077,50,12.983668
-16.45705,50,13.045811
-11.312758,50,13.108805
-15.631765,50,13.172774
-13.421953,50,13.234786
-16.412719,50,13.472867
-14.708432,50,13.536317
-14.739373,50,14.323303
-13.841176,50,14.866965
-15.375093,50,15.050782
-19.734655,50,15.113493
-19.219438,50,15.296756
-18.684198,50,15.47975
-18.095476,50,15.66339
-11.833959,50,15.8471
-10.991007,50,16.58047
-13.746936,50,16.643771
-13.236495,50,16.947281
-14.191427,50,17.009533
-14.481969,50,17.07233
-14.371372,50,17.257598
-9.884838,50,17.927695
-12.066177,50,17.990284
-18.544307,50,18.052131
-14.78384,50,18.114899
-12.457141,50,18.177439
-12.427284,50,18.709184
-14.085164,50,18.771425
-15.315154,50,18.834638
-16.124192,50,19.138999
-14.525015,50,19.20136
-13.39167,50,19.628486
-12.852102,50,20.291476
-15.597304,50,20.354545
-11.973452,50,20.77791
-9.345768,50,21.563736
-14.957147,50,22.333401
-13.877176,50,22.519683
-13.655287,50,22.703515
-15.419807,50,22.766251
-13.765679,50,22.949555
-14.242012,50,23.134915
-17.953043,50,23.198242
-13.912119,50,23.26071
-18.246123,50,23.322792
-13.374515,50,23.387272
-16.240669,50,23.668573
-9.607938,50,23.733648
-15.841317,50,23.797747
-7.631814,50,23.860586
-13.812303,50,23.923476
-16.667917,50,23.988056
-12.418232,50,24.051278
-13.099618,50,24.113462
-16.356069,50,24.417113
-9.825536,50,24.479963
-12.450337,50,25.708418
-11.451714,50,26.013644
-12.258825,50,26.075989
-13.802586,50,26.378582
-13.282934,50,26.441084
-16.00383,50,26.624965
-15.201052,50,26.687264
-12.668283,50,26.870929
-12.919466,50,27.053769
-16.29658,50,27.35775
-9.739054,50,27.421402
-14.309348,50,28.519111
-12.05044,50,28.581416
-17.751075,50,28.644465
-12.898865,50,28.827547
-14.763982,50,29.011404
-14.268437,50,29.074931
-9.489506,50,29.137958
-11.423016,50,29.201579
-17.441013,50,29.265605
-13.913495,50,29.328863
-16.145414,50,29.988958
-11.893398,50,30.172731
-13.294902,50,30.595926
-11.55965,50,31.259091
-13.277657,50,31.32215
