#{"t_start": 1707391053.0938191, "env_id": "None"}
r,l,t
-21.98629,50,0.07185
-21.437997,50,0.1325
-17.891549,50,0.193283
-14.847263,50,0.254388
-23.167905,50,0.315268
-16.431183,50,0.375846
-17.138813,50,0.680417
-17.114801,50,0.741018
-17.234754,50,1.162055
-17.444037,50,1.822995
-21.883624,50,2.101141
-19.635803,50,2.281905
-17.632077,50,2.342259
-17.530245,50,3.12275
-15.677191,50,3.303781
-21.154038,50,3.484692
-15.51133,50,3.667751
-20.694883,50,3.848535
-14.368905,50,3.908751
-16.354717,50,4.209263
-19.529727,50,4.606647
-16.73669,50,4.667088
-22.157972,50,4.847365
-14.676101,50,4.908409
-17.699928,50,4.968716
-18.919828,50,5.028971
-17.971473,50,5.089399
-20.817639,50,5.150853
-16.54803,50,5.211066
-22.467746,50,5.27135
-17.09518,50,5.441063
-17.733915,50,5.506179
-16.75861,50,5.566181
-13.779112,50,5.626435
-22.397321,50,5.686255
-17.901037,50,5.747199
-18.353771,50,5.807261
-16.384102,50,5.867203
-15.163078,50,5.928225
-13.870324,50,5.988622
-16.027677,50,6.153733
-11.621275,50,6.224324
-18.692994,50,6.40526
-20.175381,50,6.465472
-14.474932,50,6.646167
-19.687059,50,6.948766
-17.594099,50,7.008649
-16.47321,50,7.429041
-12.082797,50,7.970852
-12.623232,50,8.031761
-14.5041,50,8.213247
-17.362755,50,8.617236
-13.663094,50,9.397757
-13.702358,50,9.579032
-14.327167,50,9.759704
-16.599035,50,9.943234
-14.404745,50,10.003814
-14.318933,50,10.064573
-14.904821,50,10.124716
-14.339519,50,10.185146
-12.865651,50,10.246386
-13.425516,50,10.406447
-13.511942,50,10.466546
-14.558996,50,10.52699
-12.933574,50,10.587584
-15.896115,50,10.649223
-13.421652,50,10.709812
-14.798509,50,10.770407
-10.227961,50,10.832102
-14.668072,50,10.892647
-12.855904,50,10.953133
-12.828068,50,11.12396
-13.016303,50,11.428427
-12.714534,50,11.48946
-14.123966,50,11.55108
-15.309401,50,11.73257
-10.697325,50,11.793855
-12.4983,50,11.854
-11.89699,50,11.914325
-15.019992,50,12.095793
-16.606809,50,12.155809
-14.461441,50,12.55963
-12.328766,50,12.860542
-13.231274,50,12.920966
-10.654946,50,13.221557
-12.0232,50,13.282022
-14.692314,50,13.342429
-17.023045,50,14.123646
-18.372853,50,14.427468
-18.839928,50,14.488393
-14.382244,50,14.669611
-16.939127,50,14.970843
-15.197341,50,15.865192
-12.680845,50,16.165879
-10.433988,50,16.22793
-13.264463,50,16.28932
-12.473668,50,16.590411
-16.044944,50,16.650565
-14.139362,50,16.833919
-10.84031,50,16.894992
-10.960807,50,16.955201
-11.983546,50,17.015498
-9.475211,50,17.188595
-10.95983,50,17.24927
-11.970408,50,18.033264
-14.906931,50,18.334793
-10.557483,50,18.395431
-14.120833,50,18.696707
-10.08775,50,18.757604
-13.377006,50,18.818019
-8.915277,50,19.001877
-13.350018,50,19.063005
-11.102866,50,19.354904
-14.173829,50,19.416266
-8.280425,50,19.597771
-11.801047,50,19.898818
-12.032149,50,19.959804
-15.287736,50,20.140983
-12.865114,50,20.201698
-10.088609,50,20.382981
-12.715628,50,21.047143
-7.342103,50,21.107316
-10.94758,50,21.862616
-12.733646,50,21.923108
-12.727203,50,22.223989
-15.144208,50,22.284763
-12.763313,50,22.345093
-14.250393,50,22.646083
-14.465821,50,22.706518
-7.786896,50,22.887711
-11.354281,50,22.948108
-13.911332,50,23.249109
-10.494091,50,23.309556
-12.295407,50,23.708278
-13.057672,50,24.009148
-11.427814,50,24.069496
-13.138989,50,24.130083
-9.528854,50,24.315482
-11.578568,50,24.497138
-17.864513,50,24.678941
-17.659403,50,24.860381
-15.516989,50,24.920993
-11.143015,50,25.102102
-14.880119,50,25.652297
-13.953182,50,25.836767
-12.345365,50,25.897561
-14.735533,50,26.55927
-9.423056,50,26.619525
-18.613107,50,26.680321
-10.359579,50,26.861911
-11.49874,50,26.923485
-14.439896,50,26.983552
-11.195449,50,27.044099
-14.129565,50,27.452536
-17.365055,50,27.514066
-13.65926,50,27.574716
-8.702291,50,27.63518
-12.310533,50,27.696661
-16.006905,50,27.757119
-14.259318,50,27.817452
-9.62682,50,27.878994
-11.045595,50,27.939039
-12.564638,50,27.999269
-13.500977,50,28.429432
-12.02891,50,28.736631
-14.290538,50,28.797635
-9.596891,50,28.982195
-10.320197,50,29.042918
-9.08797,50,29.587359
-12.138129,50,29.768448
-15.132615,50,29.829346
-9.949519,50,30.010727
