#{"t_start": 1707399721.0583096, "env_id": "None"}
r,l,t
-6.588985,50,0.665505
-17.926882,50,0.728318
-12.547774,50,0.791443
-15.513352,50,0.975729
-13.791979,50,1.159251
-13.910192,50,1.222468
-10.967413,50,1.284969
-14.573435,50,1.347739
-12.864992,50,1.41179
-17.096084,50,1.475315
-8.361497,50,1.975341
-16.169572,50,2.280834
-10.494902,50,2.34432
-10.547995,50,2.528247
-10.671987,50,2.951838
-12.989275,50,3.257853
-11.139933,50,3.321047
-11.666719,50,3.504565
-14.419461,50,3.690941
-11.39358,50,3.877258
-12.432894,50,4.478394
-14.147954,50,4.901362
-8.589296,50,5.084676
-11.626786,50,5.270779
-8.241146,50,5.334387
-9.763792,50,5.397509
-12.381601,50,5.460635
-8.009476,50,5.524679
-12.334898,50,5.58709
-12.884274,50,5.650751
-10.649037,50,6.306995
-10.755611,50,6.371462
-11.471326,50,6.434866
-11.797824,50,6.738734
-15.979344,50,6.801349
-11.801069,50,6.864128
-14.682653,50,7.530509
-13.005548,50,7.593473
-12.02991,50,7.656362
-13.795905,50,7.960299
-12.03872,50,8.580755
-15.22327,50,9.025863
-14.130866,50,9.56924
-10.817287,50,9.752443
-12.031626,50,9.815869
-10.850196,50,9.999503
-13.781811,50,10.188141
-11.841432,50,10.372023
-9.458844,50,10.558475
-11.700359,50,10.861736
-13.416939,50,10.924227
-12.769551,50,11.536583
-11.239441,50,11.720304
-13.153128,50,11.784063
-12.55569,50,11.848403
-12.080362,50,11.912958
-10.083492,50,11.976532
-9.266792,50,12.041122
-10.802479,50,12.103739
-12.923932,50,12.166076
-8.802774,50,12.230451
-11.605996,50,12.721641
-11.064001,50,13.026156
-15.17967,50,13.090258
-13.256216,50,13.15414
-12.625019,50,13.910522
-13.565009,50,14.667213
-15.473156,50,14.730698
-9.828682,50,15.026366
-16.583556,50,15.091085
-14.24927,50,15.387758
-10.622122,50,16.445753
-13.302837,50,16.872453
-10.921712,50,17.057015
-11.981136,50,17.240468
-9.248238,50,17.666145
-16.623809,50,18.212213
-9.411356,50,18.395883
-14.08563,50,18.458831
-12.195119,50,18.642812
-11.287003,50,18.826241
-13.55501,50,19.431346
-11.573169,50,19.619248
-16.869053,50,20.404433
-11.825455,50,21.19171
-15.570493,50,21.495346
-12.846725,50,21.558224
-11.42797,50,21.861865
-14.53712,50,21.925446
-12.886407,50,21.989675
-8.818625,50,22.055491
-12.812502,50,22.118738
-14.547678,50,22.923813
-11.264542,50,22.986946
-11.938141,50,23.049924
-13.242001,50,23.113281
-8.738729,50,23.178043
-11.578648,50,23.241454
-14.389372,50,23.304782
-11.408458,50,23.368279
-14.997376,50,23.433229
-9.834917,50,23.496026
-12.010915,50,23.767965
-10.645745,50,23.831485
-12.39068,50,23.89514
-7.65891,50,23.957717
-16.361507,50,24.021637
-7.459074,50,24.085165
-13.399958,50,24.148294
-13.355221,50,24.334794
-13.869995,50,24.517984
-13.074228,50,24.58215
-11.275293,50,25.099886
-12.866709,50,25.40282
-14.575217,50,25.466199
-15.186627,50,25.529144
-8.484868,50,25.832544
-12.711547,50,25.895693
-11.19022,50,26.681152
-16.03831,50,26.864729
-13.611038,50,27.048706
-14.352444,50,27.233112
-11.806593,50,28.84357
-12.107505,50,29.030368
-10.692906,50,29.215109
-10.469338,50,29.3993
-12.557503,50,29.585358
-12.171418,50,29.648777
-12.869246,50,29.833409
-9.192965,50,30.017487
-11.02119,50,30.202076
-11.776239,50,30.506523
-8.990637,50,30.57111
-8.835806,50,32.068313
-10.172649,50,32.132223
-11.586173,50,32.195346
-15.837111,50,32.743539
-9.877061,50,33.048255
-10.98798,50,33.11098
-13.526573,50,33.173721
-13.906223,50,33.477497
-10.927232,50,33.540223
-11.76147,50,33.723613
-15.722735,50,33.998954
-12.496413,50,34.062014
-13.713414,50,34.125113
-13.724092,50,34.430627
-14.088139,50,34.493944
-9.354817,50,34.557156
-12.291848,50,34.860411
-11.220813,50,34.922722
-12.638584,50,35.465976
-11.407388,50,35.528876
-9.662514,50,36.986201
-14.74999,50,37.049574
-14.085418,50,37.473432
-8.7906,50,37.657242
-11.722358,50,37.84107
-11.145279,50,38.024807
-12.61268,50,38.088261
-13.538015,50,38.271559
-12.655358,50,38.335123
-12.992025,50,38.397702
-12.191534,50,38.650373
-11.907656,50,38.722875
-15.909097,50,38.786448
-11.168373,50,38.849091
-14.830657,50,39.032646
-11.974264,50,39.455374
-14.53605,50,39.641901
-17.06839,50,40.189008
-11.603147,50,40.612526
-13.382672,50,41.035618
-8.679921,50,41.699453
-17.638191,50,42.347896
-8.724397,50,42.531666
-7.303558,50,42.594908
-13.68374,50,42.77853
-12.752335,50,42.962013
-12.039724,50,43.265533
-12.879533,50,43.328913
-9.016418,50,43.392279
-12.167778,50,43.456194
-13.846074,50,43.518961
-13.744464,50,43.798871
-14.144321,50,43.862459
-13.85445,50,43.925249
-11.474147,50,43.99016
-16.459805,50,44.053972
-12.235176,50,44.117099
-10.929849,50,44.181304
-13.807516,50,44.243923
-9.009234,50,44.307114
-11.566942,50,44.370032
-16.442202,50,45.227128
-13.197663,50,45.290397
-11.038337,50,45.354138
-14.63417,50,45.537357
-14.322918,50,45.721522
-15.825028,50,45.909007
-10.282206,50,46.094847
-13.382285,50,46.279826
-12.937341,50,46.467027
-14.685229,50,46.530938
-17.607728,50,47.981878
-10.919899,50,48.072667
-14.766742,50,48.256204
-15.839742,50,48.319808
-13.730751,50,48.382746
-9.447569,50,48.446306
-18.867152,50,48.510225
-13.791615,50,48.57413
-11.794701,50,48.637381
-9.92084,50,48.701853
-12.456857,50,48.765378
-10.22607,50,49.03747
-10.372979,50,49.341537
-11.760732,50,49.404487
-13.545138,50,49.467584
-12.445925,50,49.771143
-14.561295,50,49.834339
-11.170571,50,50.018295
-9.706686,50,50.202108
-10.257545,50,50.385813
-11.799474,50,50.44862
-10.792546,50,51.184505
-17.000605,50,51.488017
-15.440283,50,51.551631
-12.168108,50,51.615175
-13.179646,50,52.281105
-13.994492,50,52.34419
-9.497312,50,52.407059
-11.935123,50,53.07009
-8.497685,50,53.133623
-10.668119,50,53.196604
-13.770435,50,53.95544
-11.695826,50,54.139823
-16.106798,50,54.323853
-17.613592,50,54.507653
-15.290058,50,54.571124
-12.577241,50,54.755117
-14.245045,50,54.938718
-11.946297,50,55.003319
-11.617204,50,55.067158
-10.880282,50,55.13095
-11.747916,50,56.335387
-12.492682,50,56.858646
-10.09675,50,56.921528
-13.343206,50,57.588062
-10.146572,50,57.651431
-14.398049,50,57.71453
-14.485099,50,58.258841
-11.11451,50,58.442529
-12.515523,50,58.506157
-12.409254,50,59.412502
-13.311461,50,59.47587
-9.810776,50,59.871979
-10.6921,50,59.936546
-12.789939,50,59.999638
-10.874008,50,60.062793
-9.097711,50,60.127592
-15.820805,50,60.191092
-11.093154,50,60.254292
-10.656248,50,60.437986
-10.938783,50,60.622259
-13.855623,50,60.806334
-12.807632,50,62.038181
-8.451331,50,62.582685
-9.981482,50,62.767141
-15.451893,50,62.951358
-13.615315,50,63.014387
-12.425702,50,63.198333
-8.764846,50,63.381916
-12.783962,50,63.565695
-14.146064,50,63.630026
-15.078113,50,63.694155
-13.027445,50,64.342822
-14.384373,50,64.407848
-12.142351,50,64.471432
-14.356317,50,64.534828
-12.091528,50,64.599108
-7.09357,50,64.662492
-14.047902,50,64.725803
-10.854236,50,64.790144
-11.872859,50,64.853389
-10.038099,50,64.916934
-15.131417,50,65.190238
-13.132248,50,65.258105
-11.867099,50,65.320972
-12.971199,50,65.384888
-12.154799,50,65.448312
-10.270091,50,65.510998
-14.443448,50,65.575372
-14.414324,50,65.639163
-9.867756,50,65.702329
-14.607372,50,65.765464
-14.061076,50,66.745232
-8.865738,50,67.048765
-14.144357,50,67.111864
-13.396356,50,67.534736
-14.029314,50,67.718323
-11.908618,50,68.262817
-11.28667,50,68.686612
-11.916969,50,68.989697
-13.197458,50,69.052588
-11.357363,50,69.355325
-6.527459,50,69.418053
-16.155843,50,70.423852
-12.696452,50,70.608306
-10.294049,50,70.671438
-10.555817,50,70.735764
-11.734699,50,70.799093
-13.005593,50,70.862467
-14.039725,50,71.046087
-7.063847,50,71.229563
-11.722509,50,71.413323
-16.103691,50,71.596487
-12.220007,50,72.939026
-17.030981,50,73.002786
-14.71918,50,73.187072
-11.675784,50,73.372245
-11.953882,50,73.555533
-15.305098,50,73.618695
-15.620582,50,73.802272
-11.640531,50,74.588845
-12.052981,50,74.772116
-12.943871,50,74.95655
-7.613404,50,75.231927
-11.624312,50,75.298998
-6.659964,50,75.362922
-10.404985,50,75.426078
-13.209857,50,75.488578
-13.330909,50,75.552157
-13.807194,50,75.616184
-11.809922,50,75.679347
-11.876433,50,75.74193
-14.06403,50,75.806539
-13.659833,50,76.292866
-14.370403,50,76.355822
-10.66497,50,76.659266
-15.538667,50,76.723137
-12.512117,50,76.906477
-10.965841,50,77.089754
-11.694975,50,77.152415
-16.679208,50,77.336257
-12.670582,50,77.519854
-15.898029,50,77.703087
